주소,면적,금액,월세,타입,위도 ,경도
충청북도 청주시 서원구 모충동 남들로35번길 61,49.59,3500,30,아파트(전월세),36.6213749,127.4808332
충청북도 청주시 서원구 모충동 쌍샘로 22,74.77,28000,0,아파트(전월세),36.6276735,127.4803989
충청북도 청주시 서원구 수곡동 수곡로 20,84.9616,34500,0,아파트(전월세),36.6146618,127.4765967
충청북도 청주시 청원구 주중동 율량로10번길,39.21,500,40,단독다가구(전월세),36.6730011,127.4885512
충청북도 청주시 청원구 율량동 율봉로222번길,24.28,1000,36,단독다가구(전월세),36.6667217,127.4928874
충청북도 청주시 청원구 주성동 율량로138번길,45,1000,60,단독다가구(전월세),36.6709687,127.4983995
충청북도 청주시 청원구 오창읍 구룡리 구룡2길,45,300,41,단독다가구(전월세),36.7111939,127.4126339
충청북도 청주시 청원구 율량동 주성로96번길 12,30.33,300,35,아파트(전월세),36.6678639,127.4778458
충청북도 청주시 청원구 율량동 충청대로 149,76.485,2000,70,아파트(전월세),36.669366,127.4941936
충청북도 청주시 청원구 율량동 공항로150번길 59,29.08,500,35,아파트(전월세),36.6711448,127.4876628
충청북도 청주시 흥덕구 오송읍 오송리 가로수로,73.92,500,50,단독다가구(전월세),36.6114084,127.3278427
충청북도 청주시 흥덕구 봉명동 덕암로103번길,28.09,300,35,단독다가구(전월세),36.6508339,127.4642335
충청북도 청주시 흥덕구 봉명동 덕암로35번길,23,0,50,단독다가구(전월세),36.6556257,127.4581453
충청북도 청주시 흥덕구 오송읍 봉산리 봉산1길,27.2,300,50,단독다가구(전월세),36.6195184,127.3218386
충청북도 청주시 흥덕구 비하동 가로수로1131번길 11,84.986,40000,0,아파트(매매),36.6276007,127.4216191
충청북도 청주시 흥덕구 비하동 2순환로1050번길 39,59.9,15000,0,아파트(매매),36.639854,127.4193688
충청북도 청주시 흥덕구 비하동 2순환로 1106,74.3861,44900,0,아파트(매매),36.6343609,127.4200832
충청북도 청주시 흥덕구 복대동 대신로73번길 50,74.8923,42500,0,아파트(매매),36.6401796,127.4326001
충청북도 청주시 흥덕구 가경동 가경로 158,72.61,15900,0,아파트(매매),36.6291383,127.4372913
충청북도 청주시 흥덕구 복대동 대농로 55,80.002,68500,0,아파트(매매),36.6430295,127.4291934
충청북도 청주시 흥덕구 옥산면 가락리 오송가락로 1056,77.271,31700,0,아파트(매매),36.670489,127.3840508
충청북도 청주시 흥덕구 복대동 대신로74번길 21,84.627,42500,0,아파트(매매),36.6408751,127.4363435
충청북도 청주시 흥덕구 복대동 죽천로146번길 6,84.97,26000,0,아파트(매매),36.6372762,127.4380015
충청북도 청주시 흥덕구 오송읍 만수리 오송생명5로 201,84.91,30700,0,아파트(매매),36.6289276,127.3301681
충청북도 청주시 흥덕구 오송읍 연제리 오송생명3로 111,84.9636,36500,0,아파트(매매),36.6278036,127.3264449
충청북도 청주시 흥덕구 복대동 대신로73번길 14,99.693,44000,0,아파트(매매),36.6408664,127.4343667
충청북도 청주시 흥덕구 송절동 송화로108번길 111,84.9725,46000,0,아파트(매매),36.6672962,127.4553032
충청북도 청주시 흥덕구 오송읍 봉산리 오송생명7로 151,59.7397,38800,0,아파트(매매),36.6223386,127.3184637
충청북도 청주시 흥덕구 복대동 가로수로1379번길 83,22.68,3600,0,아파트(매매),36.6362146,127.442859
충청북도 청주시 흥덕구 복대동 증안로 21,59.3291,18300,0,아파트(매매),36.6376709,127.4248296
충청북도 청주시 흥덕구 복대동 대농로 45,84.691,56500,0,아파트(매매),36.6445295,127.4281209
충청북도 청주시 흥덕구 송절동 송화로108번길 111,84.9725,46500,0,아파트(매매),36.6672962,127.4553032
충청북도 청주시 흥덕구 강서동 서부로 1123,84.7993,60000,0,아파트(매매),36.6176842,127.4208609
충청북도 청주시 흥덕구 옥산면 가락리 가락길 60,59.9318,16500,0,아파트(전월세),36.6724167,127.3813497
충청북도 청주시 흥덕구 오송읍 봉산리 오송생명7로 151,59.98,28800,0,아파트(전월세),36.6223386,127.3184637
충청북도 청주시 흥덕구 복대동 복대로 220,84.96,35100,0,아파트(전월세),36.6360805,127.4410148
충청북도 청주시 흥덕구 복대동 대신로74번길 21,123.61,42000,0,아파트(전월세),36.6408751,127.4363435
충청북도 청주시 상당구 용암동 동남로109번길,39.8,3000,70,단독다가구(전월세),36.6055857,127.516358
충청북도 청주시 상당구 북문로3가 중앙로 80,84.9935,39500,0,아파트(매매),36.6434119,127.4883167
충청북도 청주시 상당구 용정동 용정로 35,84.92,36300,0,아파트(매매),36.6309494,127.5176354
충청북도 청주시 상당구 용암동 중고개로142번길 20,100.9672,58000,0,아파트(매매),36.6177681,127.5209221
충청북도 청주시 상당구 방서동 2순환로 2031,84.891,40200,0,아파트(매매),36.5980137,127.5008131
충청북도 청주시 상당구 용암동 월평로 243,60,10900,0,아파트(매매),36.6073418,127.5113323
충청북도 청주시 상당구 용암동 중고개로 56,77.5023,39000,0,아파트(매매),36.6246168,127.5102407
충청북도 청주시 상당구 용암동 무농정로 90,59.76,1000,60,아파트(전월세),36.6095394,127.5124562
충청북도 청주시 상당구 용정동 용정로 25,84.92,31000,0,아파트(전월세),36.6300149,127.5154507
충청북도 청주시 상당구 문화동 용담로 7,84.7409,3000,130,아파트(전월세),36.6328927,127.4918219
충청북도 청주시 서원구 수곡동 수곡로5번길,106.09,10000,0,단독다가구(전월세),36.6145305,127.473049
충청북도 청주시 서원구 사창동 1순환로633번길,30.12,200,35,단독다가구(전월세),36.6380143,127.4610649
충청북도 청주시 서원구 수곡동 구룡산로 319,46.68,10500,0,아파트(매매),36.6200079,127.4801332
충청북도 청주시 서원구 분평동 분평로 18,84.9,20200,0,아파트(매매),36.6073842,127.4872828
충청북도 청주시 서원구 분평동 1순환로1137번길 80,59.99,16000,0,아파트(매매),36.6098375,127.4941707
충청북도 청주시 서원구 산남동 산미로 143,84.9823,30500,0,아파트(매매),36.6096086,127.4747491
충청북도 청주시 서원구 분평동 월평로 25,59.45,17000,0,아파트(매매),36.6119488,127.4879026
충청북도 청주시 서원구 분평동 월평로 28,181.62,39000,0,아파트(매매),36.6097574,127.4871643
충청북도 청주시 서원구 수곡동 수곡로 20,84.9616,41700,0,아파트(매매),36.6146618,127.4765967
충청북도 청주시 서원구 개신동 신율로 43,75.99,23000,0,아파트(매매),36.6220885,127.4452288
충청북도 청주시 서원구 산남동 원흥로 14,59.9364,18600,0,아파트(전월세),36.6081334,127.4729475
충청북도 청주시 서원구 분평동 1순환로1137번길 130,49.77,1000,44,아파트(전월세),36.6126277,127.4941736
충청북도 청주시 서원구 모충동 쌍샘로 22,59.96,25000,0,아파트(전월세),36.6276735,127.4803989
충청북도 청주시 서원구 모충동 모충로 61,39.69,8000,0,아파트(전월세),36.6278576,127.4699229
충청북도 청주시 서원구 분평동 1순환로1137번길 129,59.99,13000,0,아파트(전월세),36.6120152,127.4913332
충청북도 청주시 서원구 개신동 모충로 38,84.27,13500,0,아파트(전월세),36.6248727,127.4684175
충청북도 청주시 서원구 개신동 성봉로220번길 23,84.945,16000,0,아파트(전월세),36.6246524,127.4506001
충청북도 청주시 서원구 산남동 원흥로 14,59.9364,18900,0,아파트(전월세),36.6081334,127.4729475
충청북도 청주시 서원구 분평동 1순환로1137번길 130,59.99,12800,0,아파트(전월세),36.6126277,127.4941736
충청북도 청주시 서원구 수곡동 매봉로 82,41.3,300,35,아파트(전월세),36.6177524,127.4791203
충청북도 청주시 서원구 수곡동 매봉로 82,41.3,300,35,아파트(전월세),36.6177524,127.4791203
충청북도 청주시 서원구 수곡동 구룡산로 319,39.69,7000,0,아파트(전월세),36.6200079,127.4801332
충청북도 청주시 서원구 수곡동 구룡산로 319,39.3,300,25,아파트(전월세),36.6200079,127.4801332
충청북도 청주시 서원구 개신동 예체로 23,25.65,4800,0,오피스텔(매매),36.6281795,127.468289
충청북도 청주시 서원구 개신동 예체로 23,24.852,5000,0,오피스텔(매매),36.6281795,127.468289
충청북도 청주시 청원구 율량동 공항로138번길,22.07,500,60,단독다가구(전월세),36.6698733,127.4869434
충청북도 청주시 청원구 오창읍 양청리 양청택지4길,30,300,50,단독다가구(전월세),36.7209848,127.4252767
충청북도 청주시 청원구 우암동 향군로,54.7,8500,0,단독다가구(전월세),36.6527354,127.4834429
충청북도 청주시 청원구 오창읍 양청리 양청택지4길,30,300,50,단독다가구(전월세),36.7209848,127.4252767
충청북도 청주시 청원구 오창읍 양청리 양청택지1길,35,200,40,단독다가구(전월세),36.7184069,127.4210228
충청북도 청주시 청원구 오창읍 양청리 양청1길,30,300,40,단독다가구(전월세),36.7216967,127.4259624
충청북도 청주시 청원구 오창읍 주성리 주성3길,25,300,45,단독다가구(전월세),36.7376002,127.4542413
충청북도 청주시 청원구 오창읍 양청리 양청택지1길,25,200,39,단독다가구(전월세),36.7184069,127.4210228
충청북도 청주시 청원구 우암동 우암로53번길,25,0,40,단독다가구(전월세),36.6544006,127.4846963
충청북도 청주시 청원구 율량동 율봉로176번길,245.22,500,40,단독다가구(전월세),36.6671266,127.4880388
충청북도 청주시 청원구 사천동 율봉로56번길 5,59.71,7450,0,아파트(매매),36.6648381,127.4779617
충청북도 청주시 청원구 주성동 율량로 103,84.798,44400,0,아파트(매매),36.6734227,127.4977822
충청북도 청주시 청원구 오창읍 양청리 중부로 760,84.9749,42000,0,아파트(매매),36.7101176,127.4363397
충청북도 청주시 청원구 우암동 향군로74번길 26,26.13,4950,0,아파트(매매),36.6519567,127.4854548
충청북도 청주시 청원구 우암동 향군로74번길 26,26.13,4700,0,아파트(매매),36.6519567,127.4854548
충청북도 청주시 청원구 주중동 율량로 77,84.43,36000,0,아파트(전월세),36.6737847,127.4947624
충청북도 청주시 청원구 오창읍 창리 2산단4로 45,59.9853,2000,90,아파트(전월세),36.7377023,127.4480547
충청북도 청주시 청원구 내덕동 1순환로197번길 31,84.95,9000,0,아파트(전월세),36.6628346,127.4913639
충청북도 청주시 청원구 주성동 율량로 103,84.798,37000,0,아파트(전월세),36.6734227,127.4977822
충청북도 청주시 흥덕구 봉명동 봉명로,22,300,36,단독다가구(전월세),36.6389982,127.4544288
충청북도 청주시 흥덕구 가경동 서현중로19번길,45,2000,29,단독다가구(전월세),36.6197349,127.4291149
충청북도 청주시 흥덕구 봉명동 봉명로,22,300,39,단독다가구(전월세),36.6389982,127.4544288
충청북도 청주시 흥덕구 오송읍 연제리 연제1길,30,500,40,단독다가구(전월세),36.6262154,127.3222534
충청북도 청주시 흥덕구 비하동 2순환로,37.21,1000,55,단독다가구(전월세),36.6319687,127.4177744
충청북도 청주시 흥덕구 오송읍 연제리 연제길,41.5,6000,8,단독다가구(전월세),36.6264553,127.3200245
충청북도 청주시 흥덕구 오송읍 봉산리 오송생명7로 151,59.98,34200,0,아파트(매매),36.6223386,127.3184637
충청북도 청주시 흥덕구 오송읍 봉산리 오송생명7로 151,59.7397,38100,0,아파트(매매),36.6223386,127.3184637
충청북도 청주시 흥덕구 복대동 대농로 17,152.652,108400,0,아파트(매매),36.6438269,127.4251878
충청북도 청주시 흥덕구 옥산면 가락리 오송가락로 1056,77.271,32000,0,아파트(매매),36.670489,127.3840508
충청북도 청주시 흥덕구 가경동 서현중로 47,84.9667,45000,0,아파트(매매),36.6223782,127.4277735
충청북도 청주시 흥덕구 가경동 홍골로 82,84.8743,55000,0,아파트(매매),36.6298797,127.4447744
충청북도 청주시 흥덕구 가경동 서현로 30,84.839,59200,0,아파트(매매),36.6154888,127.4267978
충청북도 청주시 흥덕구 가경동 서현로 68,84.95,58400,0,아파트(매매),36.6159198,127.4317374
충청북도 청주시 흥덕구 가경동 2순환로1375번길 20,140.8506,52000,0,아파트(매매),36.6147264,127.4404509
충청북도 청주시 흥덕구 가경동 서현로 68,84.95,59300,0,아파트(매매),36.6159198,127.4317374
충청북도 청주시 흥덕구 비하동 2순환로 1106,84.9535,49000,0,아파트(매매),36.6343609,127.4200832
충청북도 청주시 흥덕구 봉명동 월명로 76,84.9695,49700,0,아파트(매매),36.6414259,127.4540063
충청북도 청주시 흥덕구 강내면 월탄리 태성탑연로 264,34.71,4850,0,아파트(매매),36.6109559,127.3516725
충청북도 청주시 흥덕구 강서동 서부로 1123,101.5539,68000,0,아파트(매매),36.6176842,127.4208609
충청북도 청주시 흥덕구 복대동 대농로 17,124.816,92600,0,아파트(매매),36.6438269,127.4251878
충청북도 청주시 흥덕구 복대동 대농로 45,84.78,64000,0,아파트(매매),36.6445295,127.4281209
충청북도 청주시 흥덕구 복대동 진재로 67,59.98,19300,0,아파트(매매),36.6372642,127.4287081
충청북도 청주시 흥덕구 복대동 진재로 67,59.98,19300,0,아파트(매매),36.6372642,127.4287081
충청북도 청주시 흥덕구 복대동 대농로 17,99.126,71000,0,아파트(매매),36.6438269,127.4251878
충청북도 청주시 흥덕구 복대동 대농로 17,124.816,91000,0,아파트(매매),36.6438269,127.4251878
충청북도 청주시 흥덕구 오송읍 만수리 오송생명5로 201,84.97,32000,0,아파트(매매),36.6289276,127.3301681
충청북도 청주시 흥덕구 비하동 비하로57번길 37,155.3889,36000,0,아파트(전월세),36.6315078,127.4216527
충청북도 청주시 흥덕구 강서동 강서로 111,26.8205,500,50,아파트(전월세),36.6250696,127.4286142
충청북도 청주시 흥덕구 강서동 가로수로1164번길 41-28,29.86,11000,0,아파트(전월세),36.625537,127.428368
충청북도 청주시 흥덕구 복대동 증안로 21,59.3291,18000,0,아파트(전월세),36.6376709,127.4248296
충청북도 청주시 흥덕구 송절동 송화로 115,84.99,34000,0,아파트(전월세),36.6635187,127.4443877
충청북도 청주시 흥덕구 송절동 송화로214번길 7,84.995,3000,130,아파트(전월세),36.6694702,127.4576636
충청북도 청주시 흥덕구 복대동 대농로 17,124.816,68000,0,아파트(전월세),36.6438269,127.4251878
충청북도 청주시 흥덕구 복대동 대농로 17,124.816,20000,230,아파트(전월세),36.6438269,127.4251878
충청북도 청주시 흥덕구 옥산면 가락리 오송가락로 1056,84.933,2000,110,아파트(전월세),36.670489,127.3840508
충청북도 청주시 흥덕구 오송읍 봉산리 오송생명7로 151,59.98,26000,0,아파트(전월세),36.6223386,127.3184637
충청북도 청주시 흥덕구 복대동 대농로 17,152.652,78750,0,아파트(전월세),36.6438269,127.4251878
충청북도 청주시 흥덕구 오송읍 봉산리 오송생명7로 151,59.8447,21000,0,아파트(전월세),36.6223386,127.3184637
충청북도 청주시 흥덕구 오송읍 봉산리 오송생명7로 151,59.98,26000,0,아파트(전월세),36.6223386,127.3184637
충청북도 청주시 흥덕구 오송읍 봉산리 오송생명14로 217,150.6402,41000,0,아파트(전월세),36.6213379,127.3120193
충청북도 청주시 흥덕구 오송읍 봉산리 오송생명14로 217,134.4924,5000,150,아파트(전월세),36.6213379,127.3120193
충청북도 청주시 흥덕구 강서동 2순환로 1222,22.08,300,40,오피스텔(전월세),36.6176842,127.4208609
충청북도 청주시 흥덕구 오송읍 연제리 오송생명3로 31,28.9,500,47,오피스텔(전월세),36.634919,127.3286182
충청북도 청주시 흥덕구 오송읍 연제리 오송생명3로 31,24.63,300,45,오피스텔(전월세),36.634919,127.3286182
충청북도 청주시 상당구 용정동 용정로,82,2000,51,단독다가구(전월세),36.6298847,127.5168272
충청북도 청주시 상당구 용암동 동남로,36.58,2000,80,단독다가구(전월세),36.605212,127.5148412
충청북도 청주시 상당구 용암동 중흥로 148,59.9187,17700,0,아파트(매매),36.6166972,127.5117754
충청북도 청주시 상당구 방서동 단재로 312,84.997,38800,0,아파트(매매),36.6022671,127.5040538
충청북도 청주시 상당구 탑동 용담로 50,65.971,32000,0,아파트(매매),36.6331952,127.4984246
충청북도 청주시 상당구 금천동 수영로 306,84.9767,22700,0,아파트(매매),36.6309045,127.5077069
충청북도 청주시 상당구 방서동 동남로 15,69.8386,37800,0,아파트(매매),36.6029748,127.508471
충청북도 청주시 상당구 용암동 중고개로142번길 20,84.9687,47500,0,아파트(매매),36.6177681,127.5209221
충청북도 청주시 상당구 용담동 호미로 329,59.987,18500,0,아파트(매매),36.6351813,127.5080395
충청북도 청주시 상당구 용담동 호미로 329,59.987,17500,0,아파트(매매),36.6351813,127.5080395
충청북도 청주시 상당구 용암동 무농정로 90,59.76,15700,0,아파트(매매),36.6095394,127.5124562
충청북도 청주시 상당구 용암동 무농정로 90,59.76,12000,0,아파트(전월세),36.6095394,127.5124562
충청북도 청주시 상당구 용암동 원봉로 52,49.8,8000,0,아파트(전월세),36.6146965,127.5098293
충청북도 청주시 상당구 용암동 원봉로 52,49.8,8000,0,아파트(전월세),36.6146965,127.5098293
충청북도 청주시 상당구 용암동 중고개로 140,116.6434,49000,0,아파트(전월세),36.6169444,127.5197269
충청북도 청주시 상당구 용암동 중고개로 56,84.9455,34000,0,아파트(전월세),36.6246168,127.5102407
충청북도 청주시 서원구 사창동 1순환로625번길,29.2,200,33,단독다가구(전월세),36.6382594,127.4606938
충청북도 청주시 서원구 모충동 남들로,33,500,30,단독다가구(전월세),36.6219285,127.4847186
충청북도 청주시 서원구 사창동 창신로32번길,60,500,65,단독다가구(전월세),36.6337613,127.4661903
충청북도 청주시 서원구 수곡동 구룡산로346번길,28,5500,0,단독다가구(전월세),36.6167345,127.4821406
충청북도 청주시 서원구 성화동 구룡산로 24,84.8572,38000,0,아파트(매매),36.6140849,127.4480118
충청북도 청주시 서원구 남이면 척북리 저산척북로 636-10,36.62,1700,0,아파트(매매),36.573052,127.4245928
충청북도 청주시 서원구 죽림동 대림로 493,51.74,15900,0,아파트(매매),36.6140977,127.4436978
충청북도 청주시 서원구 분평동 1순환로1137번길 80,49.77,11000,0,아파트(매매),36.6098375,127.4941707
충청북도 청주시 서원구 남이면 가마리 2순환로 1717,84.9114,30000,0,아파트(매매),36.5983248,127.4693229
충청북도 청주시 서원구 수곡동 매봉로 64,59.28,5000,35,아파트(전월세),36.616459,127.4784209
충청북도 청주시 서원구 분평동 월평로 25,59.45,12000,0,아파트(전월세),36.6119488,127.4879026
충청북도 청주시 서원구 수곡동 매봉로 101,46.68,6000,0,아파트(전월세),36.6192513,127.4777532
충청북도 청주시 서원구 개신동 경신로 67,49.93,12500,0,아파트(전월세),36.6225849,127.4484175
충청북도 청주시 서원구 수곡동 구룡산로 319,39.69,5000,0,아파트(전월세),36.6200079,127.4801332
충청북도 청주시 청원구 오창읍 양청리 양청5길,37,500,43,단독다가구(전월세),36.7239831,127.4372756
충청북도 청주시 청원구 오창읍 양청리 양청5길,25,200,35,단독다가구(전월세),36.7239831,127.4372756
충청북도 청주시 청원구 오창읍 양청리 양청택지1길,25,300,35,단독다가구(전월세),36.7184069,127.4210228
충청북도 청주시 청원구 율량동 율중로16번길,39.06,500,60,단독다가구(전월세),36.6600734,127.505057
충청북도 청주시 청원구 내덕동 공항로84번길 30,84.9603,26000,0,아파트(매매),36.6648504,127.4883268
충청북도 청주시 청원구 율량동 율봉로175번길 54,84.57,22700,0,아파트(매매),36.6707856,127.4898417
충청북도 청주시 청원구 사천동 율봉로56번길 5,59.14,8100,0,아파트(매매),36.6648381,127.4779617
충청북도 청주시 청원구 율량동 공항로 133,66.81,10000,0,아파트(매매),36.6689566,127.4841924
충청북도 청주시 청원구 주성동 율량로 103,84.798,45200,0,아파트(매매),36.6734227,127.4977822
충청북도 청주시 청원구 주성동 율량로 135,84.798,48500,0,아파트(매매),36.6707358,127.5006827
충청북도 청주시 청원구 오창읍 주성리 2산단로 151,82.8216,16542,0,아파트(전월세),36.7354987,127.4511016
충청북도 청주시 청원구 율량동 주성로96번길 12,30.33,4000,0,아파트(전월세),36.6678639,127.4778458
충청북도 청주시 청원구 오창읍 주성리 2산단4로 20,82.8216,8538,33,아파트(전월세),36.7352692,127.448001
충청북도 청주시 청원구 오창읍 주성리 2산단4로 60,57.7554,5587,28,아파트(전월세),36.7372588,127.4508094
충청북도 청주시 청원구 오창읍 주성리 2산단로 125,57.7554,12567,0,아파트(전월세),36.7341863,127.4497485
충청북도 청주시 청원구 오창읍 양청리 중부로 760,47.2986,14700,0,오피스텔(매매),36.7101176,127.4363397
충청북도 청주시 청원구 율량동 율량로 199,20.16,7000,0,오피스텔(전월세),36.6647485,127.4991084
충청북도 청주시 흥덕구 봉명동 백봉로,25,500,56,단독다가구(전월세),36.6498224,127.449979
충청북도 청주시 흥덕구 오송읍 만수리 만수1길,40.21,300,45,단독다가구(전월세),36.6239575,127.3289805
충청북도 청주시 흥덕구 봉명동 덕암로47번길,30,300,60,단독다가구(전월세),36.6555949,127.4595223
충청북도 청주시 흥덕구 봉명동 봉명로,22,200,33,단독다가구(전월세),36.6389982,127.4544288
충청북도 청주시 흥덕구 봉명동 덕암로47번길,30,300,55,단독다가구(전월세),36.6555949,127.4595223
충청북도 청주시 흥덕구 운천동 직지대로757번길,50,300,68,단독다가구(전월세),36.6456167,127.4764148
충청북도 청주시 흥덕구 봉명동 덕암로71번길,26,200,55,단독다가구(전월세),36.6530557,127.4626248
충청북도 청주시 흥덕구 봉명동 월명로178번길,45,900,75,단독다가구(전월세),36.6504036,127.4558567
충청북도 청주시 흥덕구 봉명동 1순환로584번길,39.67,300,40,단독다가구(전월세),36.6415945,127.4590542
충청북도 청주시 흥덕구 강서동 강서로71번길,37.3,1000,55,단독다가구(전월세),36.6233325,127.4238858
충청북도 청주시 흥덕구 복대동 짐대로50번길,20,200,51,단독다가구(전월세),36.6322679,127.4273426
충청북도 청주시 흥덕구 복대동 성봉로287번길,59.5,2000,0,단독다가구(전월세),36.6309416,127.4495589
충청북도 청주시 흥덕구 복대동 복대로209번길,25,500,51,단독다가구(전월세),36.6352757,127.4389426
충청북도 청주시 흥덕구 봉명동 덕암로71번길,26,200,60,단독다가구(전월세),36.6530557,127.4626248
충청북도 청주시 흥덕구 가경동 서현북로 15,133.5941,62500,0,아파트(매매),36.618148,127.4246968
충청북도 청주시 흥덕구 복대동 죽천로 27,84.9314,51500,0,아파트(매매),36.6392636,127.425751
충청북도 청주시 흥덕구 복대동 진재로103번길 37,84.842,43500,0,아파트(매매),36.6395216,127.4282839
충청북도 청주시 흥덕구 강서동 서부로 1123,84.7993,59300,0,아파트(매매),36.6176842,127.4208609
충청북도 청주시 흥덕구 비하동 2순환로1050번길 24,59.86,12800,0,아파트(매매),36.6414463,127.4202048
충청북도 청주시 흥덕구 복대동 복대로 159,39.82,10900,0,아파트(매매),36.6306331,127.4398495
충청북도 청주시 흥덕구 운천동 사운로 257,59.94,11100,0,아파트(매매),36.6486785,127.4747846
충청북도 청주시 흥덕구 강내면 탑연리 태성탑연로 391-34,59.78,10000,0,아파트(매매),36.6187795,127.3539779
충청북도 청주시 흥덕구 가경동 가경로 26,59.92,19500,0,아파트(매매),36.6186491,127.4436184
충청북도 청주시 흥덕구 가경동 서현북로 15,133.819,64000,0,아파트(매매),36.618148,127.4246968
충청북도 청주시 흥덕구 가경동 서현서로 40,84.965,38700,0,아파트(매매),36.6214114,127.426509
충청북도 청주시 흥덕구 오송읍 봉산리 오송생명7로 151,59.7397,38200,0,아파트(매매),36.6223386,127.3184637
충청북도 청주시 흥덕구 오송읍 봉산리 오송생명7로 151,59.7397,37300,0,아파트(매매),36.6223386,127.3184637
충청북도 청주시 흥덕구 오송읍 연제리 오송생명3로 87,84.7627,34500,0,아파트(매매),36.6304669,127.3267586
충청북도 청주시 흥덕구 강서동 2순환로 1228,19.96,7300,0,아파트(매매),36.627075,127.426675
충청북도 청주시 흥덕구 복대동 죽천로 27,84.9251,46200,0,아파트(매매),36.6392636,127.425751
충청북도 청주시 흥덕구 복대동 증안로 108,84.88,23300,0,아파트(매매),36.6341007,127.435087
충청북도 청주시 흥덕구 복대동 대농로 55,80.002,68200,0,아파트(매매),36.6430295,127.4291934
충청북도 청주시 흥덕구 복대동 대농로 55,80.135,70000,0,아파트(매매),36.6430295,127.4291934
충청북도 청주시 흥덕구 복대동 대신로74번길 21,99.693,45800,0,아파트(매매),36.6408751,127.4363435
충청북도 청주시 흥덕구 송절동 송화로214번길 7,84.995,38000,0,아파트(전월세),36.6694702,127.4576636
충청북도 청주시 흥덕구 가경동 서현로 62,84.84,46000,0,아파트(전월세),36.6167827,127.4286454
충청북도 청주시 흥덕구 복대동 대농로 55,80.135,3000,200,아파트(전월세),36.6430295,127.4291934
충청북도 청주시 흥덕구 송절동 송화로214번길 29,84.9361,3000,130,아파트(전월세),36.6681232,127.4589082
충청북도 청주시 흥덕구 오송읍 봉산리 오송생명14로 283,84.9924,25500,0,아파트(전월세),36.6213379,127.3120193
충청북도 청주시 흥덕구 복대동 대농로 17,124.816,1000,280,아파트(전월세),36.6438269,127.4251878
충청북도 청주시 흥덕구 복대동 증안로 21,59.293,18000,0,아파트(전월세),36.6376709,127.4248296
충청북도 청주시 흥덕구 송절동 송화로214번길 29,84.9361,35000,0,아파트(전월세),36.6681232,127.4589082
충청북도 청주시 흥덕구 강서동 서현동로 16-1,49.66,9000,0,아파트(전월세),36.6239296,127.4303908
충청북도 청주시 흥덕구 강서동 2순환로 1222,27.75,1000,70,아파트(전월세),36.6176842,127.4208609
충청북도 청주시 흥덕구 오송읍 연제리 오송생명5로 202,84.933,26000,0,아파트(전월세),36.6294461,127.3282184
충청북도 청주시 흥덕구 강서동 가로수로1164번길 41-44,28.8684,5000,22,아파트(전월세),36.6259179,127.4291547
충청북도 청주시 흥덕구 비하동 2순환로1050번길 39,59.9,11000,0,아파트(전월세),36.639854,127.4193688
